0	44.72270584106445
2295.105877984895	41.34732437133789
4743.218814502116	53.13444519042969
7191.331751019338	89.06158447265625
9639.44468753656	75.57352447509766
12087.557624053781	97.24629974365234
14535.670560571003	110.958251953125
16983.783497088225	129.30078125
19431.896433605445	154.3130645751953
21880.009370122665	199.8538818359375
24328.12230663989	232.6458129882812
26776.23524315711	276.797607421875
29224.348179674333	410.2473754882812
31672.461116191553	545.2802734375
34120.57405270878	660.1268310546875
36568.68698922599	668.1549682617188
39016.79992574322	692.677978515625
41464.91286226044	580.3002319335938
43913.02579877766	608.9981689453125
46361.13873529488	646.3508911132812
48809.251671812104	791.6695556640625
51257.36460832932	702.047607421875
53705.477544846544	610.353759765625
56153.59048136377	419.6983337402344
58601.70341788099	311.4764404296875
61049.81635439821	254.2522583007812
63497.92929091543	207.8684387207031
65946.04222743266	211.1332397460938
68394.15516394988	137.8724517822266
70842.26810046709	-23.79329681396484
73290.38103698431	-138.2723999023438
75738.49397350154	-250.1711730957031
78186.60691001876	-291.1961669921875
